id,name,provId,geoId,provName,421province,alternateNames,district,Code
2202,Sayad,22,2002,Sar-e-Pul,Saripul,"Sayyad, Sayad.  (There is also a Sayyid Khel district in Parwan, a Sayyid Karam in Paktika, and a Sayyid Abad district in Wardak.)",Sayyad,2202
2203,Kohistanat,22,2003,Sar-e-Pul,Badakhshan,"Kohistan, Kohestiani.  (There is also a Kohistan in Faryab, a Hissa-e-Awali Kohistan in Kapisa, a Hissa-e Duome Kohistan in Kapisa, and a Kohistanat in Saripul.)",Kohistan,1708
2204,Sozma Qala,22,2004,Sar-e-Pul,Saripul,"Sozma Qala, Sozmaqala, Sozmah Qal'ah.",Sozma Qala,2204
2206,Gosfandi,22,2005,Sar-e-Pul,Saripul,Gosfandi.,Gosfandi,2206
2207,Balkh Ab,22,2006,Sar-e-Pul,Balkh,Balkh.,Balkh,2106
2205,Sang(San)Charak,22,2007,Sar-e-Pul,Saripul,"Sancharak, Sangcharak.",Sancharak,2205
2301,Chaghcharan,23,2101,Ghor,Faryab,"Khani Charbagh, Khan-e-Char Bagh. Khan-e Chahr Bagh, Khan Chahr Bagh.",Khani Charbagh,2914
2304,Chahar Sadra,23,2102,Ghor,Ghor,"Char Sada, Chahar Sadah, Charsadda.",Char Sada,2304
2302,Du Lina,23,2103,Ghor,,,,
2303,Dawlat Yar,23,2104,Ghor,Ghor,"Dawlatyar, Dolatyar, Dawlat Yar.  (There is also a Dawlatshar in Laghman, a Dawlat Abad in Faryab, and a Dawlatabad in Balkh.)",Dawlatyar,2303
2306,Shahrak,23,2105,Ghor,Badakhshan,"Baharak, Bahorak.  (There is also a Baharak district in Takhar.)",Baharak,1706
2308,Taywarah,23,2106,Ghor,Ghor,"Taywara, Taywarah, Taiwara, Taywaraha.",Taywara,2308
2305,Pasaband,23,2107,Ghor,Ghazni,"Ab Band, Abband, Auband.",Ab Band,1113
2307,Lal Wa Sarjangal,23,2108,Ghor,Ghor,"Lal Wa SarJangal, La'l wa SarJangal.",Lal Wa SarJangal,2307
2309,Tolak,23,2109,Ghor,,,,
2310,Saghar,23,2110,Ghor,Ghor,"Saghar, Sagher.",Saghar,2310
2401,Nili,24,2201,Daykundi,Daikundi,"Nili, Layli.",Nili,2401
2404,Ashtarlay,24,2202,Daykundi,,,,
2405,Khadir,24,2203,Daykundi,,,,
2406,kiti,24,2204,Daykundi,Daikundi,"Giti, Kiti, Gayti.",Giti,2405
2403,Gizab,24,2205,Daykundi,Urozgan,"Gizab, Gezab.  (Patoo is part of Gizab district, and it is part of Daikundi in the 399 and 407 sets.  Gizab (minus Patoo) is part of Urugzan province in the 419 and 421 sets.)",Gizab,2506
2402,Shahristan,24,2206,Daykundi,Balkh,"Nahri Shahi, Nahr-e Shahi.",Nahri Shahi,2102
2408,Sang-e-Takht,24,2207,Daykundi,Daikundi,"Sang-e-Takht, Sangi Takht, Sang-e-Takht Bandar, Bandar.",Sang-e-Takht,2407
2409,Kajran,24,2208,Daykundi,,,,
2407,Miramor,24,2209,Daykundi,Daikundi,"Miramor, Mir Amor.",Miramor,2406
2501,Tirin Kot,25,2301,Uruzgan,Urozgan,"Tirinkot, Tirin Kot, Tarinkot, Tarin Kot.",Tirinkot,2501
2503,Chora,25,2302,Uruzgan,Kandahar,Ghorak.,Ghorak,2709
2504,Shahid-e-Hassas,25,2303,Uruzgan,Urozgan,"Shahidi Hassas, Shaidi Assas, Charchino, Char China.  (Sia Sang is included in Shahidi Hassas in all district sets, but some consider it to be a district.)",Shahidi Hassas,2504
2502,Dehrawud,25,2304,Uruzgan,Urozgan,"Dehraoud, Dehrawud, Deh Rawud, Deh Rawod, Deh Rawood.",Dehraoud,2502
2505,Khas Uruzgan,25,2305,Uruzgan,Urozgan,"Khas Urozgan, Khasuruzgan, Khas Oruzgan.",Khas Urozgan,2505
2601,Qalat,26,2401,Zabul,Zabul,Qalat.,Qalat,2601
2605,Arghandab,26,2402,Zabul,Baghlan,"Andarab, Bano Andarab.",Andarab,907
2604,Mizan,26,2403,Zabul,Zabul,Mizan.,Mizan,2604
2602,Tarnak Wa Jaldak,26,2404,Zabul,Zabul,"Tarnak wa Jaldak, Jeldak, Jaldak, Shahr-e-Safa, Shar-e-Safa.",Tarnak wa Jaldak,2602
2603,Shinkay,26,2405,Zabul,Zabul,"Shinkai, Shinkay.  (There is also a Shinkai area in Kapisa.  The Surri (or Seuri, Sewray) area is included in Shinkai in all of these district sets.)",Shinkai,2603
2606,Shah Joy,26,2406,Zabul,Zabul,"Shah Joi, Shahjoy, Shajoy, Shahjoi.",Shah Joi,2606
0,Kakar,,2407,,Zabul,"Kakar, Khak-e-Afghan.",Kakar,2611
2607,Day chopan,26,2408,Zabul,Zabul,"Daichopan, Daychopan, Day Chopan.",Daichopan,2607
2608,Atghar,26,2409,Zabul,Zabul,Atghar.,Atghar,2608
2610,Shomulzay,26,2410,Zabul,,,,
2609,Naw Bahar,26,2411,Zabul,Badakhshan,"Baharak, Bahorak.  (There is also a Baharak district in Takhar.)",Baharak,1706
1201,Sharan,12,2501,Paktika,Paktika,"Sharan, Sharana.",Sharan,1201
1202,Mata Khan,12,2502,Paktika,Badakhshan,Wakhan.,Wakhan,1728
1203,Yosuf Khel,12,2503,Paktika,Paktika,"Yosuf Khel, Yosufkhel.",Yosuf Khel,1203
1205,Sar Hawzeh(Rawzeh),12,2504,Paktika,,,,
1207,Zarghun Shahr,12,2505,Paktika,Paktika,"Zarghun Shahr, Khair Kot, Katawaz, Zarghunshahr.",Zarghun Shahr,1207
1204,Yahya Khel,12,2506,Paktika,Paktika,"Yahya Khel, Yahyakhel, Yahya Khail.",Yahya Khel,1204
1206,Omna,12,2507,Paktika,Paktika,"Omna, Omnah.",Omna,1206
1208,Gomal,12,2508,Paktika,Paktika,"Gomal, Gumal.  (Chaharbaran is part of Gomal in these district sets, but is often refered to as a district.)",Gomal,1208
1210,Sarobi,12,2509,Paktika,,,,
1211,Urgun,12,2510,Paktika,,,,
1213,Nika,12,2511,Paktika,Paktika,"Nika, Neka, Naka.",Nika,1213
1209,Jani Khel,12,2512,Paktika,Paktia,"Jani Khel, Janikhel.  (There is also a Jani Khel in Paktika.)",Jani Khel,1309
1217,Waza Khah,12,2513,Paktika,Badakhshan,Khwahan.,Khwahan,1720
1218,Wor Mamay,12,2514,Paktika,Paktika,"Wormamay, Wur Mamay, Wormamai, Wormami, Wor Mamay.",Wormamay,1218
1214,Bermel (Burmul),12,2515,Paktika,,,,
1215,Gian,12,2516,Paktika,,,,
1212,Ziruk,12,2517,Paktika,Paktika,"Ziruk, Zeruk, Zerok, Zirok.",Ziruk,1212
1216,Dila,12,2518,Paktika,Nimroz,"Dilaram, Delaram.  (Dilaram is part of Kashrod in the 399 district set.)",Dilaram,3406
1219,Turwo (Tarwe),12,2519,Paktika,Paktika,"Turwo, Tarwe, Terwa, Turwa.",Turwo,1219
1401,Khost(Matun),14,2601,Khost,Khost,"Khost, Matun.",Khost,1401
1407,Sabri,14,2602,Khost,Khost,"Sabari, Sabaro, Yaqubi.",Sabari,1407
1405,Musa Khel,14,2603,Khost,Khost,"Musa Khel, Musakhel, Musakhil.",Musa Khel,1405
1406,Nadir Shah Kot,14,2604,Khost,Khost,"Nadir Shah Kot, Nadirshahkot.",Nadir Shah Kot,1406
1402,Mando Zayi,14,2605,Khost,Khost,"Manduzay, Esmayel Khil, Mandozayi, Manduzai, Ismail Khel, Mando Zayi.",Manduzay,1402
1404,Tani,14,2606,Khost,,,,
1403,Gurbuz,14,2607,Khost,Khost,Gurbuz.,Gurbuz,1403
1408,Tere Zayi,14,2608,Khost,,,,
1410,Qalandar,14,2609,Khost,Baghlan,"Andarab, Bano Andarab.",Andarab,907
1412,Shamal (Shamul),14,2610,Khost,,,,
1411,Spera,14,2611,Khost,Khost,"Spera, Sperah.",Spera,1411
1409,Bak,14,2612,Khost,Badakhshan,"Zebak, Zibak.",Zebak,1725
1413,Jaji Maydan,14,2613,Khost,Khost,"Jaji Maidan, Jajimaydan, Jaji, Zazi Maidan, Zazi, Zazai.",Jaji Maidan,1413
2801,Shiberghan,28,2701,Jawzjan,Jowzjan,"Sheberghan, Shiberghan, Shibirghan.",Sheberghan,2801
2804,Mingajik,28,2702,Jawzjan,Jowzjan,"Mingajik, Mangajek.",Mingajik,2804
2802,Khwaja Du Koh,28,2703,Jawzjan,Jowzjan,"Khwajadukoh, Khwaja Dukoh, Khwajah Do Koh, Kohja Dukoh.",Khwaja Dukoh,2802
2805,Qush Tepa,28,2704,Jawzjan,Jowzjan,"Qush Tepa, Qushtepa, Qushtipa.",Qush Tepa,2805
2808,Fayz Abad,28,2705,Jawzjan,Badakhshan,"Faiz Abad, Fayzabad.  (There is also a Faizabad district in Jowzjan.)",Faiz Abad,1701
2803,Khanaqa,28,2706,Jawzjan,Ghazni,"Zanakhan, Zana Khan.",Zanakhan,1108
2807,Aqcha,28,2707,Jawzjan,Jowzjan,"Aqchah, Aqcha.",Aqchah,2807
2809,Mardyan,28,2708,Jawzjan,Jowzjan,"Mardyan, Mardian, Murdian.",Mardyan,2809
2810,Qarqin,28,2709,Jawzjan,Jowzjan,"Qarqin, Qarqeen.",Qarqin,2810
2806,Khamyab,28,2710,Jawzjan,Jowzjan,"Khamyab, Khamab, Kham Aab, Khamaab.",Khamyab,2806
2811,Darz Ab,28,2711,Jawzjan,Jowzjan,Darzab.,Darzab,2811
2901,Maymana,29,2801,Faryab,Faryab,"Maimana, Maymana, Maimanah.",Maimana,2901
2903,Khwaja Sabzposh,29,2802,Faryab,Faryab,"Khwaja Sabz Posh, Khwajasabzposh.",Khwaja Sabz Posh,2903
2902,Pashtun kot,29,2803,Faryab,Faryab,"Pashtun Kot, Pashtunkot.",Pashtun Kot,2902
2906,Shirin Tagab,29,2804,Faryab,Faryab,"Shirin Tagab, Shirintagab, Sherin Tagab, Sherin Tagau.  (There is also a Tagab in Kapisa and in Badakhshan.)",Shirin Tagab,2906
2904,Almar,29,2805,Faryab,Faryab,Almar.,Almar,2904
2907,Qaysar,29,2806,Faryab,,,,
2910,Kohistan,29,2807,Faryab,Badakhshan,"Kohistan, Kohestiani.  (There is also a Kohistan in Faryab, a Hissa-e-Awali Kohistan in Kapisa, a Hissa-e Duome Kohistan in Kapisa, and a Kohistanat in Saripul.)",Kohistan,1708
2908,Garziwan,29,2808,Faryab,Faryab,"Gurziwan, Garziwan, Gorzivan.",Gurziwan,2908
2905,Bil Cheragh,29,2809,Faryab,Faryab,"Bilchiragh, Bilcheragh, Bal Chiragh, Belcheragh.",Bilchiragh,2905
2909,Dawlat Abad,29,2810,Faryab,Balkh,"Dawlat Abad, Dawlatabad, Dolatabad.  (There is also a Dawlatabad in Faryab, and a Dawlatshah in Laghman, and a Dawlatyar in Ghor.)",Dawlat Abad,2109
2913,Andkhoy,29,2811,Faryab,Faryab,"Andkhoy, Andkhoi.",Andkhoy,2913
2911,Qaram Qol,29,2812,Faryab,Faryab,"Qaram Qul, Qaramqol.",Qaram Qul,2911
2914,Khan-e-Chahar Bagh,29,2813,Faryab,Faryab,"Khani Charbagh, Khan-e-Char Bagh. Khan-e Chahr Bagh, Khan Chahr Bagh.",Khani Charbagh,2914
2912,Qorghan,29,2814,Faryab,Faryab,"Qurghan, Qorghan.",Qurghan,2912
3101,Qala-e-Naw,31,2901,Badghis,Kunduz,"Qala-e-Zal, Qala-i-Zal, Qal'ah-ye Zal.",Qala-e-Zal,1907
3103,Muqur,31,2902,Badghis,Badghis,"Muqur, Moqur, Moqor.  (There is also a Moqur district in Ghazni.)",Muqur,3103
3102,Ab Kamari,31,2903,Badghis,Badghis,"Ab Kamari, Ab-e Kamari, Abkamari.",Ab Kamari,3102
3104,Qadis,31,2904,Badghis,Badghis,Qadis.  (Some consider Dara-e Bom to be a district.  It is included in Qadis here.),Qadis,3104
3106,Jawand,31,2905,Badghis,Badakhshan,Yawan.,Yawan,1709
3105,Bala Murghab,31,2906,Badghis,Badghis,"Murghab, Bala Murghab, Balamerghab.",Murghab,3105
3107,Ghormach,31,2907,Badghis,Badghis,"Ghormach, Ghormuch.  (All of the district sets presented here list Ghormach in Badghis.  The IDLG, along with many news sources, report it as part of Faryab.)",Ghormach,3107
3201,Hirat,32,3001,Hirat,,,,
3202,Injil,32,3002,Hirat,Herat,"Enjil, Injil.",Enjil,3202
3207,Kushk,32,3003,Hirat,Herat,"Kushk, Rubat-i-Sangi, Rabat Sangi.",Kushk,3207
3205,Zinda Jan,32,3004,Hirat,,,,
3203,Guzara,32,3005,Hirat,,,,
3206,Pashtun  Zarghun,32,3006,Hirat,Herat,"Pashtun Zarghun, Pashtoon Zarghoon, Pashtunzarghun.",Pashtun Zarghun,3206
3204,Karukh,32,3007,Hirat,Herat,"Karrukh, Karukh.",Karrukh,3204
3208,Gulran,32,3008,Hirat,Herat,"Gulran, Golran.",Gulran,3208
3211,Ghoryan,32,3009,Hirat,Herat,"Ghoryan, Ghorian.",Ghoryan,3211
3209,Adraskan,32,3010,Hirat,Herat,Adraskan.,Adraskan,3209
3215,Farsi,32,3011,Hirat,Herat,Farsi.,Farsi,3215
3212,Obe,32,3012,Hirat,Herat,"Obe, Oba, Obeh.",Obe,3212
3210,Kushk-e-Kohna,32,3013,Hirat,Herat,"Kushk-i-Kuhna, Kushk-e-Kohna, Kashak Kohna, Koshk-e Kohna.",Kushk-i-Kuhna,3210
3213,Kohsan,32,3014,Hirat,Herat,"Kohsan, Kehsan, Kashan.",Kohsan,3213
3214,Shindand,32,3015,Hirat,Herat,"Shindand, Sabzwar. Shindand, Esfezar (Shindand's five buluk subdivisions were split into five districts in the 419 and 421 set.  One of them still named Shindand.)",Shindand,3214
3216,Chisht-e-Sharif,32,3016,Hirat,Herat,"Chishti Sharif, Chisht-e-Sharif, Khwaja Chist.",Chishti Sharif,3216
3301,Farah,33,3101,Farah,Farah,Farah.,Farah,3301
3308,Bakwa,33,3102,Farah,Farah,Bakwa.,Bakwa,3308
3306,Bala Buluk,33,3103,Farah,Farah,"Bala Buluk, Bala Boluk, Balabuluk.",Bala Buluk,3306
3303,Khak-e-Safed,33,3104,Farah,Farah,"Khak-i-Safed, Khak-e-Safed, Khak-i-Safid.",Khak-i-Safed,3303
3302,Pusht Rod,33,3105,Farah,Farah,"Pushtrud, Pushtrod, Pusht-e Rod, Pusht Road, Poshtrud.",Pushtrud,3302
3304,Qala-e-Kah,33,3106,Farah,Farah,"Qala-i-Kah, Qala-e-Kah, Qalah-e Kah Qul'ah-ye Kah, Pusht Koh.",Qala-i-Kah,3304
3305,Shib Koh,33,3107,Farah,Farah,"Shibkoh, Shib Koh, Shayb Koh.",Shibkoh,3305
3309,Lash-e-Juwayn,33,3108,Farah,Farah,"Lash-i-Juwayn, Lash-e-Juwayn, Lash wa Juwayn.",Lash-i-Juwayn,3309
3310,Gulestan,33,3109,Farah,Farah,"Gulistan, Gulestan.",Gulistan,3310
3311,Pur Chaman,33,3110,Farah,Farah,"Pur Chaman, Purchaman, Parchaman.",Pur Chaman,3311
3307,Anar Dara,33,3111,Farah,Baghlan,"Andarab, Bano Andarab.",Andarab,907
3001,Lashkar Gah,30,3201,Hilmand,Helmand,"Lashkargah, Lashkar Gah.",Lashkargah,3001
3004,Nahr-e-Saraj,30,3202,Hilmand,Helmand,"Nahr-i-Saraj, Gerishk, Greshk.",Nahr-i-Saraj,3004
3002,Nad-e-Ali,30,3203,Hilmand,Helmand,"Nad Ali, Nad-e-Ali, Nad 'Ali, Nadali. (Marja is part of Nad Ali in the 399 district set.)",Nad Ali,3002
3003,Nawa-e-Barak Zaiy,30,3204,Hilmand,,,,
3008,Sangin,30,3205,Hilmand,Helmand,Sangin.,Sangin,3008
3009,Musa Qaleh,30,3206,Hilmand,Helmand,"Musa Qala, Musaqalah.",Musa Qala,3009
3007,Naw Zad,30,3207,Hilmand,Helmand,"Nawzad, Now Zad.",Nawzad,3007
3005,Wa Sher,30,3208,Hilmand,Helmand,"Washer, Washir.",Washer,3005
3006,Garm Ser,30,3209,Hilmand,Helmand,"Garm Ser, Darwishan, Garmser.",Garm Ser,3006
3010,Kajaki,30,3210,Hilmand,Helmand,Kajaki.,Kajaki,3010
0,Baghran,,3211,,Ghazni,"Qara Bagh, Qarabagh, Qarah Bagh.  (There is also a Qara Bagh district of Kabul.)",Qara Bagh,1111
3011,Reg(khan Neshin),30,3212,Hilmand,Kandahar,"Reg, Registan.  (There is also a Reg-e Khan Neshin, in Kandahar, and a Ragistan in Badakhshan.)",Reg,2716
0,Deh shu,,3213,,,,,
2701,Kandahar,27,3301,Kandahar,Baghlan,"Andarab, Bano Andarab.",Andarab,907
2702,Arghandab,27,3302,Kandahar,Baghlan,"Andarab, Bano Andarab.",Andarab,907
2705,Zheray,27,3303,Kandahar,Herat,Herat.,Herat,3201
2704,Panj wayi,27,3304,Kandahar,Kandahar,"Panjwayee, Panjwayi, Panjwa'i, Panjwai.",Panjwayee,2704
2703,Daman,27,3305,Kandahar,Kandahar,Daman.,Daman,2703
2706,Shah Wali Kot,27,3306,Kandahar,Kandahar,"Shah Wali Kot, Shahwalikot, Shah Walikot..",Shah Wali Kot,2706
2707,Khakrez,27,3307,Kandahar,Kandahar,"Khakrez, Khakriz.",Khakrez,2707
2710,Maywand,27,3308,Kandahar,Kandahar,"Maiwand, Maywand.",Maiwand,2710
2716,Reg,27,3309,Kandahar,Kandahar,"Reg, Registan.  (There is also a Reg-e Khan Neshin, in Kandahar, and a Ragistan in Badakhshan.)",Reg,2716
2714,Shor Abak,27,3310,Kandahar,Kandahar,Ghorak.,Ghorak,2709
2711,Spin Boldak,27,3311,Kandahar,Kandahar,"Spin Boldak, Spinboldak.  (Takhta Pul is part of Spin Boldak in the 399 an 407 sets.)",Spin Boldak,2711
2708,Arghistan,27,3312,Kandahar,Badakhshan,"Kohistan, Kohestiani.  (There is also a Kohistan in Faryab, a Hissa-e-Awali Kohistan in Kapisa, a Hissa-e Duome Kohistan in Kapisa, and a Kohistanat in Saripul.)",Kohistan,1708
2713,Miyanshin,27,3313,Kandahar,Kandahar,"Miyanishin, Miyanshin, Miyaneshin, Mya Nishin, Myan-e-Sheen.",Miyanishin,2713
2712,Nesh,27,3314,Kandahar,Kandahar,"Nesh, Nish.",Nesh,2712
2709,Ghorak,27,3315,Kandahar,Kandahar,Ghorak.,Ghorak,2709
2715,Maruf,27,3316,Kandahar,Kandahar,"Maruf, Ma'ruf, Maroof.",Maruf,2715
3401,Zaranj,34,3401,Nimroz,Nimroz,Zaranj.,Zaranj,3401
3402,Kang,34,3402,Nimroz,Nimroz,"Kang, Qafak.",Kang,3402
3404,Chahar Burjak,34,3403,Nimroz,Nimroz,"Char Burjak, Chahar Burjak, Charburjak.",Char Burjak,3404
3403,Chakhansur,34,3404,Nimroz,Nimroz,Chakhansur,Asl-i-Chakhansur,3403
3405,Khash Rod,34,3405,Nimroz,Badakhshan,Khash.,Khash,1705
1312,Laja Mangal,,,,Paktia,"Laja Mangel, Laja Mangal, Lazha Mangal.  (The Laja Mangel area is included in Laja Ahmad Khel in the 399 set.)",Laja Mangel,1312
808,Abshar,,,,Panjsher,"Abshar, Ab Shar.  (Abshar is part of Darah in the 399 set.)",Abshar,808
2718,Takhta Pul,,,,Kandahar,"Takhta Pul, Shegah.  (Takhta Pul was part of Spin Boldak in the 399 an 407 sets.)",Takhta Pul,2718
2717,Dand,,,,Baghlan,"Andarab, Bano Andarab.",Andarab,907
2506,Chenarto,,,,Urozgan,"Chinarto, Chenarto, Chinar Tu.  (Chinarto is part of Chora in the 399 district set)",Chinarto,2507
1313,Meerzaka,,,,Paktia,"Mirzaka, Mirzakah, Meer Zaka.  (Mirzaka is part of Sayyid Karam in the 399 set, and split off in the others.)",Mirzaka,1313
3014,Marja,,,,Helmand,Marja.  (Marja is part of Nad Ali in the 399 district set.),Marja,3014
3406,Delaram,,,,Nimroz,"Dilaram, Delaram.  (Dilaram is part of Kashrod in the 399 district set.)",Dilaram,3406
