id,gender,party,name,name_dari,ballotNumber,incumbent,electedPreliminary,electedFinal
2958215,F,independent,Kubra Maruji,کبرا مروجی,20,0,0,0
2958216,M,independent,Sayed Muhammad Jawad Musawi,سید محمد جواد موسوی,17,0,0,0
2958217,M,independent,Ustad Sayed Hamid Sajadi,استاد سید حامد سجادی,24,0,0,0
2958218,M,independent, Ghulam Yahya Akhlaqi,غلام یحیی اخلاقی,30,0,0,0
2958219,M,independent,Muhammad Zaman Atrafi,محمد زمان اطرافی,28,0,0,0
2958220,M,independent,Dr. Muhammad Ali Satigh,داکتر محمدعلی ستیغ,3,1,0,0
2958221,M,independent,Zamin Poya,,10,0,0,0
2958402,M,independent, Sayed Habib ‐ur‐ Rahman,سید حبیب الرحمن,64,0,0,0
2958403,M,independent,Muhammad Seddiq Abedi A.K.A Suhrab,محمد صدیق عابدی مشهور به سهراب,93,0,0,0
2958404,M,independent,Malim Muhammad Aslam,معلم محمداسلم,11,0,0,0
2958405,F,independent, Habiba Danish,حبیبه  دانش,21,1,1,1
2958406,M,independent, Asadullah Walwalji,اسدالله  ولوالجی,13,0,0,0
2958407,M,independent, Mawlawi  Muhammad Tayeb Tariqi,مولوی محمد طیب  طارقی,69,0,0,0
2958408,M,independent,Mawlana Haseeb,مولانا  حسیب,40,0,0,0
2958409,M,independent,Muhammad Ishaq Farjad,محمد اسحق  فرجاد,52,0,0,0
2958410,F,independent,Dr. Huria Qurbani Aziz,داکتر حوریه قربانی عزیز,59,0,0,0
2958411,M,independent,Dr. Muhammad Sabir Adab,دکتور محمد صابر  ادب,39,0,0,0
2958412,M,independent,Alhaj Fazal Ahmad Brakat,الحاج فضل احمد بورگت,19,0,0,0
2958413,M,independent,Abdul Wahid Khurasani,عبدالواحد  خراسانی,44,0,0,0
2958414,M,independent,Shafiqullah Rasooli,شفیق الله  رسولی,48,0,0,0
2958415,M,independent,Sayed Abdul Hadi Dabir,سید عبدالهادی  دبیر,26,0,0,0
2958416,F,independent,Maryam Kofi,مریم   کوفی,32,0,1,1
2958417,M,independent,Dr. Abdul Qadir Ahmadi,داکتر عبدالقادر  احدی,2,0,0,0
2958418,M,independent,Alhaj Abdul Rahman,,10,0,0,0
2958419,M,independent,Mirza Abdul Rahim,میرزا عبدالرحیم,16,0,0,0
2958420,M,independent, Ihsanullah Sadat,احسان الله سعادت,71,0,0,0
2958421,M,independent, Muhammad Qaied Afandi,محمد قائد افندی,68,0,0,0
2958422,M,independent,Maulawi Abdul Aziz Shujaa,مولوی عبدالعزیز   شجاع,42,0,0,0
2958423,M,independent, Muhammad Akbar Anwari,محمداکبر  انوری,53,0,0,0
2958425,M,independent, Muhammad Dawood Taluqani,محمد داود تالقانی,75,0,0,0
2958426,M,independent,Alhaj Commander Sayed Iqbal,الحاج قوماندان سید اقبال,49,0,0,0
2958427,M,independent,Qazi Abdul Baqi Fitrat,قاضی عبدالباقی   فطرت,80,0,0,0
2959902,M,independent,Ustad Aziz Ahmad Hanif,استاد عزیزاحمدحنیف,10,0,0,0
2959903,M,independent,Abdul Hafiz Fakhri ,عبدالحفیظ فخری,2,0,0,0
2959904,M,independent,Hajji Abdul Basir,حاجی عبدالبصیر,3,0,0,0
2959905,F,independent,Fatima Yasar,فاطمه یاسر,5,0,0,0
2964827,M,independent, Bakhto Jan Gurbati Wardak,بختو جان گربتی وردک,18,0,0,0
2965261,M,independent, Alhaj Maulawi Abdul Qahar Haqani,الحاج مولوی عبدالقهار حقانی,28,0,0,0
3008466,M,independent,Muhammad Musa Alemi Turkamani,محمد موسی عالمی ترکمنی,468,0,0,0
3008777,M,independent,Hajji Ramazan Hussain Zada,حاجی رمضان حسین زاده,361,0,0,0
3008892,M,independent, Amar Samad,آمر صمد,581,0,0,0
3010721,M,independent,Muhammad Amin Gawhari,محمد امین گوهری,191,0,0,0
3011924,F,independent,Masooda Ansari,مسعوده انصاری,512,0,0,0
3011960,F,independent,Farida Tarana,فریده ترانه,625,0,0,0
3017493,M,independent, Eng. Abas Noyan,انجنیر عباس نویان,387,0,0,0
3046974,M,independent, Latif Zhuwandai,لطیف ژوندی,397,0,0,0
3064404,M,independent, Gul Muhammad Guzai,گل محمد گلزی,21,0,0,0
3064405,M,independent, Khalid Faroqi,خالد فاروقی,18,1,0,0
3064406,M,independent, Mahmood Khan Suliman Khil,,17,0,1,0
3064407,M,independent, Hajji Abdul Qadeer,حاجی عبدالقدیر,20,0,0,1
3064408,F,independent,Mah Khuban,ماه خوبان,6,0,0,0
3064409,M,independent, Zakem Khan,زکیم خان,16,0,0,0
3064411,F,independent,Dr. Khadijah,داکتر خدیجه,8,0,0,0
3064412,F,independent, Gul Andama Dena,گل اندامه دینا,19,0,0,0
3064415,M,independent,Hajji Muhammad Rahim Katawazai,,1,0,1,0
3064416,F,independent,Suraya Akbari,ثریا اکبری,10,0,0,0
3086953,M,independent,Nadir Khan Suliman Khil,نادر خان سلیمان خیل,4,0,0,0
3108159,M,independent, Hajji Muhammad Omar Khan,حاجی محمد عمر خان,27,0,0,0
3119023,M,independent,Hajji Abdul Latif Haroni,حاجی عبدالطیف هارونی,10,0,0,0
3121280,M,independent,Alhaj Abdul Satar Mubariz,الحاج عبدالستار مبارز,83,0,0,0
3133145,M,independent,Hajji Abdul Salam Qazi Zada,حاجی عبدالسلام قاضی زاده,84,1,0,0
3138519,F,independent, Farishta Hashim Zada,فرشته  هاشمزاده,20,0,0,0
3142644,M,independent,Hajji Muhammad Arif Gudam Dar,حاجی محمد عارف گدام دار,92,0,0,0
3151411,M,independent,Najeebullah Nabeel,نجیب الله نبیل,12,0,0,0
3152923,M,independent, Muhammad Akbar Noori,محمداکبر نوری,33,0,0,0
3155664,M,independent, Abdul Sabor Khidmat ,عبدالصبور خدمت,34,0,0,1
3158719,M,independent,Sharifullah Kamawal,شریف اله کامه وال,645,0,1,1
3159466,M,independent,Ghulam Rasool Alizada,غلام رسول علیزاده,66,0,0,0
3169528,M,independent,Baser Khan,بصیر خان,72,0,0,0
3187393,M,independent,Hajji Maulawi Ghulam Nabi Karimi Baloch,حاجی مولوی غلام نبی کریمی  بلوچ,45,0,0,0
3190421,M,independent,Ghulam Muhammad Ghubar,غلام محمد غبار,108,0,0,0
3228515,M,independent,Muhammad Ali Alizada,محمدعلی علی زاده,76,0,1,1
3241001,M,independent,Aqay Bahr,آقای بحر,20,0,1,1
3248044,M,independent,Alhaj Dr. Muhammad Ghani Bahaduri,الحاج دوکتور محمد غنی بهادری,1,0,0,0
3255455,M,independent, Eng. Noor Muhammad Sidaqat,انجنیر نورمحمد  صداقت,29,0,0,0
3266610,M,independent,Muhammad Khalid Suliman Khil,محمد خالد سلیمان خیل,422,0,0,0
3269129,M,independent,Hajji Wali Jan Sabiri,حاجی ولی جان   صابری,10,1,0,0
3281126,M,independent, Hajji Ghulam Naqeeb Jamuradwal,حاجی غلام نقیب جامرادوال,70,0,0,0
3305132,M,independent,Turan Sahib Abdul  Khaliq Khan Balakarzai,تورن صاحب عبدالخالق خان بالاکرزی,27,0,1,1
3338477,M,independent,Alhaj Sayed Abdul Basir Ahmadi Dehqan,الحاج سید عبدالبصیر احمدی دهقان,1,0,0,0
3340708,F,independent, Layluma Wali Hakimi,لیلماه ولی حکمی,107,0,1,1
3370931,M,independent,Alhaj Qazi Sharab ‐u‐ din Bidaki,الحاج قاضی شراب الدین بیدکی,81,0,0,0
3410638,M,independent,Timor Shah Khan,تیمور شاه خان,15,0,0,0
3411775,M,independent,Hajji Muhammad Ismail Zabuli,,6,0,1,0
3416766,M,independent, Nematullah Rakazai,نعمت الله رکازی,30,0,0,0
3434892,M,independent,Ezatullah Wasifi,عزت الله واصفی,36,0,0,0
3440409,M,independent,Dr. Abdul Rahman Achak,ډاکټر عبدالرحمن اڅک,36,0,0,0
3440463,M,independent,Dr. Abdul Haq,داکتر عبدالحق,274,0,0,0
3440614,M,independent,Alhaj Abdul Wasa Turkmani,الحاج عبدالواسع ترکمنی,257,0,0,0
3441016,M,independent, Mushtaq Kabir,مشتاق کبیر,535,0,0,0
3441993,M,independent, Leyaqat Ali Amini,لیاقت علی امینی,334,0,0,0
3443958,M,independent, Shamsullah Javid,شمس اله جاوید,239,0,0,0
3445024,M,Political party,Dr. Sadr‐ud‐Din Fakhri,دکتور صدرالدین فخری,63,0,0,0
3455588,M,independent, Hajji Khawas Haqyar,حاجی خواص  حق یار,210,0,0,0
3466235,M,independent,Agha Saeed Sadat,آغا سعید سادات,574,0,0,0
3466501,M,independent,Hajji Rohullah Kharoti,,320,0,0,0
3466503,M,independent,Ahmad Farid Rasikh,احمد فرید راسخ,572,0,0,0
3466601,M,independent, Hajji Muhammad Amin Perozi,حاجی محمد امین پیروزی,459,0,0,0
3466602,M,independent, Rohullah Murad,روح الله  مراد,335,0,0,0
3466603,M,independent,Puhanmal Raheel Furmuli,پوهنمل رحیل فرملی,640,0,0,0
3466604,M,independent,Muhammad Zahir Dawar Wardak,محمد ظاهر داور وردک,526,0,0,0
3466606,M,independent,Sayed Muhammad Baqir Natiqi,سید محمد باقر ناطقی,564,0,0,0
3466607,M,independent, Imal Samkanai,ایمل څمکنی,282,0,0,0
3466608,M,independent, Nasir Ahmad Mahmoodi,نصیر احمد محمودی,289,0,0,0
3466609,M,independent,Muhammad Hasan Jafari,محمد حسین جعفری,312,0,0,0
3466611,M,independent,Master Ghulam Mustafa Faizi,ماستر غلام مصطفی  فیضی,80,0,0,0
3466612,M,independent,Hajji Abdul Masood Satari,حاجی  عبدالمسعود ستاری,71,0,0,0
3466613,M,independent, Sayed Enayatullah Hufyani,,276,0,0,0
3466614,M,independent,Eng. Abdul Ghafar Rasooli,انجنیر عبدالغفار  رسولی,138,0,0,0
3466615,M,independent, Hamid Shah Babakarkhil,حمید شاه بابکرخیل,223,0,0,0
3466617,M,independent, Eng. Zekria,انجینر ذکریا,429,0,0,0
3466618,M,Political party, Shefayee,شفائی,369,0,0,0
3466619,M,independent,Hajji Muhammad Naiem,حاجی محمد نعیم,487,0,0,0
3466621,M,independent,Noor Wali Yaqubi,نور ولی یعقوبی,627,0,0,0
3466622,M,independent,Muhammad Zia Yari,محمد ضیا یاری,58,0,0,0
3466623,M,independent,Wakeel Muhammad Hadi Hani,وکیل محمد هادی هانی,187,0,0,0
3466624,M,independent,Eng. Chaman Shah Ahmadi,انجنیر چمن شاه احمدی,486,0,0,0
3466626,M,independent,Nastu Naderi,نستوه  نادری,22,0,0,0
3466627,M,independent,Dr. Murtaza Kaiwan Basharmal,داکتر مرتضی کیوان بشرمل,177,0,0,0
3466629,M,independent,Maulawi  Muhammad Mukhtar Muflih,مولوی محمد مختار مفلح,250,0,0,0
3466630,M,Political party, Barimal Areenpoor,بریمل آرین پور,194,0,0,0
3466631,M,independent,Muhammad Yosuf Amin Zazai,محمد یوسف امین ځاځی,51,0,0,0
3466632,M,independent,Ahmad Zaki A.K.A Shah Agha,احمد ذکی مشهور به شاه آغا,504,0,0,0
3466633,M,independent, Javid Dilawar,جاوید دلاور,649,0,0,0
3466634,M,independent,Sayed Naiem Idrees Kashifi Sanglakhi,سید نعیم ادریس کاشفی سنگلاخی,299,0,0,0
3466635,M,independent, Alhaj Abdul Samad Hutak,الحاج عبدالصمد هوتک,311,0,0,0
3466636,M,independent,Asmat Qani,عصمت قانع,321,0,0,0
3466637,M,independent,Zabihullah Amanzada,ذبیح الله امانزاده,380,0,0,0
3466638,M,independent,Dawood Maliar Muhai‐ud‐Din,داود ملیار محی الدین,12,0,0,0
3466639,M,independent,Dr. Abdul Satar Stanikzai,داکتر عبدالستار ستانکزی,646,0,0,0
3466640,M,independent, Muhammad Farid Kohistani,محمد فرید کوهستانی,619,0,0,0
3466641,M,independent,Hajji Janat Gul Hussainkhil,حاجی جنت گل  حسین خیل,27,0,0,0
3466642,M,independent,Dr. Sarfaraz Safi,داکتر سر فراز صافی,400,0,0,0
3466643,M,independent,Ahmad Javid Jaihoon A.K.A Lala Javid,احمد جاوید جیحون مشهور به لالا جاوید,284,0,0,0
3466644,M,independent,Hajji Khanjan,حاجی خانجان,641,0,0,0
3466645,M,independent,Muhammad Ibrahim Babah,محمد ابراهیم بابه,202,0,0,0
3466646,M,independent,Hajji Abdul Waheed,حاجی عبدالوحید,610,0,0,0
3466647,M,independent,Abdul Samad A.K.A Shah Ghasi,عبدالصمد مشهور به شاه غاسی,72,0,0,0
3466648,M,independent,Muhammad Haroon Asadi,محمد هارون اسدی,48,0,0,0
3466649,M,Political party,Mudeer Muhammad  Zahir Malistani,مدیر محمد ظاهر مالستانی,207,0,0,0
3466650,M,independent,Alhaj Muhammad Osman Najeeb,الحاج محمد عثمان  نجیب,62,0,0,0
3466651,M,independent,Abdul Hadi Rashid,عبدالهادی راشد,172,0,0,0
3466652,M,Political party,Muhammad Amin Haleemi,محمد امین حلیمی,393,0,0,0
3466653,M,independent, Mawlana Hashim,مولانا هاشم,550,0,0,0
3466654,M,independent, Baktash Siawash,بکتاش سیاووش,126,0,1,1
3466655,M,independent, Muhammad Nawab Tuta khil,محمد نواب طوطا خیل,98,0,0,0
3466656,M,independent, Abdul Wahid Mujahid,عبدالوحید مجاهد,602,0,0,0
3466657,M,independent,Hajji Sabir Khan,حاجی صابر  خان,75,0,0,0
3466658,M,independent,Eng. Zalmai Footballist,انجینر زلمی فوتبالیست,451,0,0,0
3466659,M,independent,Sayed Yaqoob Hushmand Fararudi,سید یعقوب هوشمند فرارودی,659,0,0,0
3466662,M,independent, Ustad Sayed Ahmad Saeed,استاد سید احمد سعید,567,0,0,0
3466663,M,independent,Dr. Sayed Abdul Habib Rahmani,داکتر سید عبدالحبیب رحمانی,26,0,0,0
3466664,M,independent, Rohullah Yosufi,روح اله  یوسفی,450,0,0,0
3466665,M,independent,Pohandoy  Muhammad Hassan Furootan,پوهندوی محمد حسن فروتن,121,0,0,0
3466666,M,independent,Sayed Abdul Karim Hashimi,سید عبدالکریم هاشمی,578,0,0,0
3466667,M,independent, Sadozai Baba Karkhil,سدوزی بابه کرخیل,558,0,0,0
3466668,M,independent, Hajji Shawkat Stanikzai,حاجی شوکت ستانکزی,112,0,0,0
3466669,M,independent,Sayed Muhammad Alam Hashimi,سید محمد عالم  هاشمی,279,0,0,0
3466670,M,independent,Muhammad Saeed Rahimi,محمد سعید رحیمی,576,0,0,0
3466671,M,independent,Mir Ahmad Niazmand,میر احمد نیازمند,150,0,0,0
3466672,M,independent, Muhammad Haneef,محمود حنیف,409,0,0,0
3466673,M,independent, Muhammad Naseer Fayaz,محمد نصیر فیاض,365,0,0,0
3466674,M,independent,Mazdur Yar,مزدور یار,173,0,0,0
3466675,M,independent, Sayed Obaid,سید عبید,505,0,0,0
3466676,M,independent, Jawanshir Haidari,جوانشیر حیدری,530,0,0,0
3466677,M,independent,Sayed Essa Hussaini Mazari,سید عیسی حسینی مزاری,44,0,0,0
3466678,M,independent, Hadi Poyan,هادی پویان,556,0,0,0
3466679,M,independent, Ahmad Salangi,احمد سالنگی,164,0,0,0
3466680,M,independent,Ustad Gul  Muhammad Adibyar Zaringar,استاد گل محمد ادبیار زرینگر,593,0,0,0
3466681,M,independent,Nabi Haikal,نبی هیکل,77,0,0,0
3466683,M,independent,Dr. Asghar Khil Mangal,دوکتور اصغرخیل منگل,68,0,0,0
3466686,M,independent,Muhammad Ibrahim Rasooli,محمد ابراهیم رسولی,46,0,0,0
3466687,M,independent,Hajji Abdul Rawouf Hajji Zada,حاجی عبدالمعروف حاجی زاده,616,0,0,0
3466688,M,independent,Abdul Wali Baz,عبدالولی باز,135,0,0,0
3466689,M,independent, Abdul Rawoof Zahid,عبدالروف زاهد,319,0,0,0
3466690,M,independent,Dr. Muhammad Waizi,دکتور محمد واعظی,546,0,0,0
3466691,M,independent,General Sayed Ismail Qibadi,جنرال سید اسمعیل قبادی,433,0,0,0
3466692,M,independent,Barialay Bayat,بریالی بیات,89,0,0,0
3466693,M,independent, Hakim,حکیم,102,0,0,0
3466694,M,independent,Alhaj Hidayatullah Muhammadi,الحاج هدایت الله محمدی,381,0,0,0
3466695,M,independent, Ali Madad Rezayee,علی مدد رضایی,579,0,0,0
3466696,M,independent,Abdul Zamir Kabuli,عبدالضمیر کابلی,543,0,0,0
3466697,M,independent,Noor Muhammad Salik,نور محمد سالک,38,0,0,0
3466698,M,independent,Hajji Dr. Muhammad Zaman Bahlol,حاجی داکتر محمد زمان بهلول,120,0,0,0
3466700,M,independent, Turab Khan Hussain Khil,تراب خان حسین خیل,116,0,0,0
3468034,M,independent,Hajji Akhtar  Muhammad Shenwarai,حاجی اختر محمد شینواری,102,0,0,0
3488001,M,independent,Najeebullah Bashir Baghlani,نجیب الله بشیر بغلانی,13,0,0,0
3489882,M,independent,Abdul Samad Stanikzai,عبدالصمد استانکزی,62,0,0,0
3503446,M,independent,Hajji Muhammad Akbar Barikzai,حاجی محمد اکبر بارکزی,2,0,0,0
3517893,M,independent,Shahmardan Qul,شاهمردانقل,40,1,0,0
3519804,M,independent,Muhammad Sami Adil,محمد سمیع  عدیل,3,0,0,0
3528461,F,independent, Qamar Noori,قمر نوری,31,0,0,0
3539732,M,independent, Qari Najeebullah,قاری نجیب الله,68,0,0,0
3565695,M,independent,Abdul Manan,,11,0,0,0
3568940,M,independent,Enayatullah Hafiz,عنایت الله حفیظ,377,0,0,0
3569601,M,independent,Hajji Zulamay Ishaqzai,حاجی زلمی اسحاق زی,42,0,0,0
3580002,F,independent,Elaha Noorzaee,الهه نورزائی,151,0,0,0
3581302,M,independent,Abdul Ghani Rahmani Wardak,عبدالغنی رحمانی وردک,51,0,0,0
3581303,M,independent,Nisar Ahmad Nadiri,نثاراحمد  نادری,86,0,0,0
3581304,M,independent,Maulawi Lal Muhammad Temori,مولوی لعل محمد  تیموری,149,0,0,0
3581305,M,independent,Alhaj Dr. Ghulam Ahmad Danish,الحاج دوکتور غلام احمد   دانش,26,0,0,0
3581307,M,independent,Abdullah Zarefi,عبدالله   ظریفی,123,0,0,0
3581308,F,Political party,Yasamin Barikzai,سیمین بارکزی,146,0,0,1
3581309,M,independent,Hajji Nisar Ahmad Faizi Ghoryani,,147,0,1,0
3581310,M,independent,Hajji Muhammad Mushfiq,حاجی محمد   مشفق,17,0,0,0
3581311,F,independent,Alhaj Rahima Jami,,5,1,1,0
3581312,M,independent,Multan Khan Noorzai,ملتان خان نورزی,1,0,0,0
3581313,F,independent,Hajeya Shamaiel Azizi,حاجیه شمائیل عزیزی,135,0,0,0
3581314,M,independent,Alhaj Ghulam Qadir Akbar,,6,0,1,0
3581316,M,independent,Ahmad Wahed Taheri,,94,1,1,0
3581317,F,independent,Shanaz Hemati,شهناز همتی,107,1,1,1
3581318,F,independent,Ustad Najla Dehqan Nazhad,استاد نجلا دهقان نژاد,15,1,1,1
3581321,M,independent,Nazer Ahmad Reha,نذیر احمد  رها,77,0,0,0
3581323,M,independent,Alhaj Eng. Monawar Shah Bahaduri,الحاج انجینر منورشاه بهادری,7,0,0,1
3581324,M,independent,Hujat ‐ul‐ Islam Ghulam Sakhi Misbah Hirati,حجت الاسلام غلام سخی مصباح هراتی,85,0,0,0
3581325,M,independent,Dr. Aziz Ahamd,داکتر عزیز احمد,142,0,0,0
3581326,F,independent,Aziza Mahaki,عزیزه محاکی,12,0,0,0
3581327,M,independent,Shams-u-din Homayoon Gharzai,شمس الدین همایون   غرزی,144,0,0,0
3581328,M,independent,Dr. Zabihullah Azam,داکتر ذبیح الله   عزام,111,0,0,0
3581329,M,independent,Wazir Ahmad Arsali,وزیر احمد ارسلی,74,0,0,0
3581330,M,independent,Hajji Hamid,حاجی حامد,24,0,0,0
3581331,M,independent,Eng. Hameedullah Qaisani,انجینیر حمید الله قیسانی,106,0,0,0
3581332,M,independent,Muhammad Haroon Fushanji,محمد هارون فوشنجی,40,0,0,0
3581333,M,independent,Ahmad Bihzad,احمد بهزاد,114,1,1,1
3581334,M,independent,Abdullah Momini,عبدالله مومنی,139,0,0,0
3581335,M,independent,Eng. Mujtaba Sadiqi,انجنیر مجتبی صادقی,118,0,0,0
3581337,F,independent,Fauzia Gilani,فوزیه گیلانی,96,1,0,0
3588395,M,independent,Juma Noor,جمعه نور,48,0,0,0
3596716,M,independent, Hajji Abdul Jameel Samadi,حاجی عبدالجلیل صمدی,40,0,0,0
3601440,M,independent,Hajji Faiz Muhammad Mussazai,حاجی  فیض محمد موسی زی,42,0,0,0
3602000,F,independent,Raiesa Hussain Khil,ریسه حسین خیل,68,0,0,0
3604345,M,independent, Muhammad Musa Rahimi,محمد موسی رحیمی,49,0,0,0
3612624,F,independent,Torpekai Patman,تورپیکۍ پتمن,178,0,1,1
3614289,M,independent, Hajji Yaar Muhammad Fazal,حاجی یار محمد فاضل,156,0,0,0
3616579,F,independent,Kubra Shirzad,کبرا شیرزاد,589,0,0,0
3618900,M,independent,Muhammad Yaqub A.K.A Hajji Khan Padshah,محمد یعقوب  مشهور  به حاجی خان پادشاه,9,0,0,0
3624630,M,independent,Sayed Dawood Hashimi,سید داود هاشمی,375,1,0,0
3625155,M,independent,Hussain Haidari,حسین حیدری,445,0,0,0
3625892,M,independent,Muhammad Dawoud Nik Pai,محمد داود نیک پی,61,0,0,0
3626273,M,independent,Muhammad Yosuf Ahmadzai,محمد یوسف احمدزی,131,0,0,0
3630386,M,independent,Abdul Satar Satar Yar,عبدالستار ستار یار,16,0,0,0
3631023,M,independent, Tahir Zahedi,طاهر زاهدی,444,0,0,0
3646759,M,independent,Eng. Muhammad Jan Eshan Rohani,انجنیر محمد جان ایشان روحانی,655,0,0,0
3649279,M,independent,Agha Sahib  Muhammad Dawood Mustaghni,آغا صاحب محمد داود مستغنی,410,0,0,0
3655524,M,independent,Eng. Muhammad Dawood Tughyan,انجنیر محمد داود  طغیان,517,0,0,0
3658859,M,independent,Dr. Muhammad Ali Dostdar,داکتر محمد علی دوستدار,39,0,0,0
3659192,M,Political party,Dagarwal Niazai Wal,دگروال نیازی وال,140,0,0,0
3659737,M,independent,Muhammad Arif Nooristani,محمد عارف  نورستانی,93,0,0,0
3662042,M,independent,Muhammad Ali A.K.A Hajji Elham,محمد علی مشهور به حاجی الهام,379,0,0,0
3662056,M,independent, Dr. Ghulam Haidar Jafari,داکتر غلام حیدر جعفری,416,0,0,0
3662144,M,independent, Sultan Ali Payman,سلطانعلی پیمان,390,0,0,0
3664260,M,independent,Nabi Khalilli,نبی خلیلی,340,0,0,0
3664359,M,independent,Mawlana Muhammad Aslam,مولانا محمد اسلم,571,0,0,0
3664401,M,independent,Ahmad Gul Khan,احمد گل خان,23,0,0,0
3664602,M,independent,Sardar Barialay Amiri,سردار بریالی امیری,203,0,0,0
3664604,M,independent, Bashir Ahmad Bizhan,بشیر احمد بیژن,583,0,0,0
3664605,M,independent, Muhammad Numaan Shinwari,محمد نعمان  شینواری,384,0,0,0
3664607,M,independent,Alhaj Muhaqiq Khalilullah Abqari,الحاج محقق خلیل الله عبقری حسان,218,0,0,0
3664608,M,independent,Dr. Muhammad Nasir Muhaqiq,دوکتور محمد ناصر محقق,524,1,0,0
3664609,M,independent,Hasan,څارنوال حسین بخشی,127,0,0,0
3664610,M,independent,Dr. Farid khalid,داکتر فرید خالد,57,0,0,0
3664611,M,independent, Ataullah Stanikzai,عطأ الله ستانکزی,559,0,0,0
3664612,M,independent, Faiz Muhammad Arghand,فیض محمد ارغند,608,0,0,0
3664613,M,Political party,Babrak Shirzad,ببرک شیرزاد,2,0,0,0
3664614,M,independent,Dr. Hashmat Hassan Rahguzar,داکتر حشمت حسن رهگذر,133,0,0,0
3664615,M,independent,Faroq Dawar,فاروق داور,333,0,0,0
3664616,M,independent, Alhaj Samiullah Karimi,الحاج سمیع الله کریمی,244,0,0,0
3664617,M,independent,Dr. Muhammad Zahir Najaf Zada,داکتر محمد ظاهر نجف زاده,637,0,0,0
3664618,M,independent, Ali Asghar Hakimi,علی اصغر حکیمی,415,0,0,0
3664620,M,independent,Hajji Noor Muhammad,حاجی نور محمد,92,0,0,0
3664621,M,independent,Ghulam Hussain Bayat,غلام حسین  بیات,479,0,0,0
3664622,M,independent,Shekh Abdul Bari Madani,شیخ عبدالباری مدنی,260,0,0,0
3664623,M,independent,Ghulam Rabani Rabani,غلام ربانی ربانی,123,0,0,0
3674563,M,independent,Hajji Muhammad Hussain Hani A.K.A Hajji Shir,الحاج محمدحسین هانی معروف به حاجی شیر,620,0,0,0
3674723,M,independent,Master Engineer Abdul Qadir Sofi Zada,ماستر انجینر عبدالقدیر   صوفی زاده,413,0,0,0
3677437,M,independent,Qazi Mahbubullah Shafiq,قاضی محبوب اله شفیق,278,0,0,0
3680628,M,independent, Ahmad Fahim Nabiyar,احمد فهیم نبی یار,598,0,0,0
3683895,M,independent,Ustad Hajji Abas Hassan Zada,استاد حاجی عباس حسن زاده,267,0,0,0
3686364,M,independent,Alhaj Faiz Muhammad Rawan,الحاج فیض محمد روان,430,0,0,0
3690629,M,independent,Sayed Muhammad Alawi,سید محمد علوی,151,0,0,0
3695297,M,independent,Sayed Abdul Razaq  Hashimi A.K.A Agha Sahib,,29,0,0,0
3695988,M,independent, Hajji Ahmad Ihsan Daqiq,حاجی احمد احسان دقیق,329,0,0,0
3697384,M,independent, Dr. Hafiz‐ud‐Din Safi,داکتر حفیظ الدین صافی,532,0,0,0
3698646,M,independent,Sayed Sofi Gardeezi,سید صوفی گردیزی,501,0,0,0
3699134,M,independent,Muhammad Jafar  Rahimi S/O Hajji Qambar Tabib,محمد جعفر رحیمی پسر حاجی قمبر طبیب,243,0,0,0
3699568,M,independent,Hajji Muhammad Mohaqiq,حاجی محمد محقق,29,0,1,1
3699579,M,independent,Doctor Qayoum,داکتر قیوم,618,0,0,0
3701086,M,independent,Shafiqullah Salim Poya,شفیق الله سلیم پویا,547,0,0,0
3702279,M,Political party, Noor ‐ul‐ Haq Olumi,نورالحق علومی,42,1,0,0
3708920,M,independent,Nazari Paryani,نظری  پریانی,81,0,0,0
3709007,M,independent,Hajji Aminullah Wijdan,حاجی امین الله وجدان,273,0,0,0
3715360,M,independent,Sharaf ‐ud‐ Din,شرف الدین,80,0,0,0
3716745,M,independent,Muhammad Ibrhim Fidayi Shikhali,محمد ابراهیم فدای شیخعلی,4,0,0,0
3729888,M,independent,Aqa Malang Burani,آقا ملنگ بورانی,59,0,0,0
3730921,M,independent,Muhammad Maroof Fazli,,78,0,1,0
3731596,M,independent,Abdul Hakeem Hashimi,عبدالحکیم هاشمی,69,0,0,0
3743041,M,independent,Hajji Muhammad Sharif Azim,حاجی محمد شریف عظیم,23,0,0,0
3744751,M,independent,Alhaj Nematullah Azizi,الحاج نعمت الله عزیزی,150,0,0,0
3760384,M,independent,Hajji Muhammad Nasim Tukhi,حاجی محمد نسیم  توخی,41,0,0,0
3766150,M,independent,Muhammad Jafar Kuhistani,محمد جعفر کوهستانی,230,0,0,0
3768441,M,independent, Jawad Neyosh,جواد نیوش,208,0,0,0
3771573,F,independent,Ustad Maria,استاد ماریا,153,0,0,0
3772252,F,independent,Nafisa Selay Wardak,نفیسه سیلی وردک,595,0,0,0
3773331,M,independent,General Amrullah Nazari,جنرال امر الله نظری,617,0,0,0
3778674,M,independent,Maulawi  Muhammad Aziz Muhammadi,مولوی محمد عزیز محمدی,358,0,0,0
3788194,M,independent,Muhammad Rafi Malikzai,محمد رفیع ملکزی,141,0,0,0
3797590,M,independent, Sayed Qadem Sadat,سید قدیم  سادات,310,0,0,0
3797749,M,independent, Alhaj Eng. Abdul Khalil Dawlatzai,الحاج انجنیر عبدالخلیل دولت زی,149,0,0,0
3801861,M,independent,Ahmad Zia Zia,احمد ضیا ضیا,531,0,0,0
3806125,M,independent, Safiullah Sarjang,صفی الله سرجنگ,536,0,0,0
