id,gender,party,name,name_dari,ballotNumber,incumbent,electedPreliminary,electedFinal
5765319,M,independent,Sofi Abdul Razaq,صوفی عبدالرزاق,418,0,0,0
5765320,M,independent, Ahmad Farid Mahrabi,احمد فرید محرابی,228,0,0,0
5765321,M,independent,Alhaj Muhammad Hassan Hassam,الحاج محمد حسن حسام,64,0,0,0
5765324,M,independent,Ahmad Shekib Haidari,احمد شکیب حیدری,109,0,0,0
5765327,M,Political party, Safiullah,صفی الله,364,0,0,0
5765328,M,independent,Ajmal Gulab,اجمل گلاب,231,0,0,0
5765329,M,independent,Sofi Muhammad Sharif Mujahed,صوفی محمد شریف مجاهد,480,0,0,0
5765330,M,independent,Sardar Muhammad Ali Ahmad Zada,سردار محمد علی احمد زاده,82,0,0,0
5765331,F,independent,Huma Muhammadi,هما محمدی,502,0,0,0
5765332,M,independent, Ahmad Shahpoor Ahmadi,احمد شاهپور احمدی,167,0,0,0
5765333,M,independent,Ustad Muhammad Qasim Wahedi,استاد محمد قاسم وحیدی,288,0,0,0
5765335,M,independent, Muhammad Baqir Rezayee,محمد باقر رضایی,636,0,0,0
5765336,M,independent, Ziaulhaq Tarakhil,ضیاالحق تره خیل,426,0,0,0
5765339,M,independent, Ahmad Haidar Haidar,احمد حیدر حیدر,211,0,0,0
5765340,M,independent,Hajji Zia‐ul‐Haq,حاجی ضیأالحق,76,0,0,0
5765345,M,independent,Muhammad Tahir Shuaib,محمد طاهر شعیب,249,0,0,0
5765348,M,independent,Eng. Abdullah  Kandahari Munajim Afghanistan,انجنیر عبدالله کندهاری منجم افغانستان,314,0,0,0
5765349,M,independent, Muhammad Yosuf Nooristani,محمد یوسف  نورستانی,215,0,0,0
5765350,M,independent, Muhammad Ayoub Qasimi,محمد ایوب قاسمی,174,0,0,0
5765351,M,independent,Rahmatullah Suliman Khil,رحمت الله سلیمانخیل,626,0,0,0
5765353,M,independent,Dr. Fazalullah Muja‐ di‐Di,داکتر فضل الله مجددی,462,0,0,0
5765354,M,independent,Jan Gul Kargar,جان گل کارگر,125,0,0,0
5765355,M,independent,Qari Yar Muhammad Maihan Parast,قاری یار محمد میهن پرست,265,0,0,0
5765356,M,independent,Sayed Hussain Anwari,سید حسین انوری,366,0,1,1
5765357,M,independent, Abdul Raza Rezayee,عبدالرضا رضائی,354,0,0,0
5765358,M,independent,Eng. Zia Ahmad Noori,انجینر ضیا احمد نوری,11,0,0,0
5765359,M,independent,Qismat Khan,قسمت خان,233,0,0,0
5765360,M,independent, Muhammad Haroon Mir,محمد هارون میر,394,0,0,0
5765361,M,independent,Hajji Ehsan Sahibzada,حاجی احسان صاحب زاده,644,0,0,0
5765362,M,Political party, Abdul Karim Bekran,عبدالکریم بیکران,142,0,0,0
5765364,M,independent,Azizullah Azizi,عزیزاله  عزیز,582,0,0,0
5765365,M,independent,Hajji Muhammad Daood Safi,حاجی محمد داود  صافی,561,0,0,0
5765366,M,independent,Qadam Ali Khadim,قدم علی خادم,192,0,0,0
5765367,M,independent,Eng. Abdul Wakeel Sadaat,انجینر عبدالوکیل   سعادت,221,0,0,0
5765368,M,independent,Abdul Qaseem Sanjni,عبدالقسیم  سنجنی,600,0,0,0
5765369,M,independent,Nazar Muhammad Popal,نظر محمد پوپل,367,0,0,0
5765370,M,independent,Sayed Rawoof Rawoof,سید روف روف,621,0,0,0
5765371,M,independent,Saranwal Muhammad Shakir Baryal,څارنوال محمد شاکر بریال,53,0,0,0
5765372,M,independent, Muhammad Sangeen Tawakalzay,محمد سنگین توکلزی,105,1,0,0
5765373,M,independent, Yousuf Ali Zaki,یوسف علی ذکی,553,0,0,0
5765374,M,independent,Asmatullah Esar,عصمت الله  ایثار,347,0,0,0
5765375,M,independent,Alhaj Samunwal  Muhammad Roshan Roshan,,594,0,0,0
5765376,M,independent, Abdul Mubeen Wahidi,عبدالمبین   واحدی,252,0,0,0
5765377,M,independent, Alhaj Janat Khan Fahim Chakari,الحاج جنت خان فهیم چکری,603,0,0,0
5765378,M,independent, Muhammad Dawood Aman Haidari,محمد داود  امان حیدری,152,0,0,0
5765379,M,independent,Eng. Tughyan Bakhshi,انجنیر طغیان  بخشی,84,0,0,0
5765380,M,independent,Muhammad Zubair Dawoodzai,محمد زبیر  داود زی,639,0,0,0
5765381,M,independent, Dr. Almas Bawar Zakhilwal,داکتر الماس باور زاخیلوال,336,0,0,0
5765382,M,independent,Alhaj Khuwaja Ghulam Jaylani Shibl,الحاج خواجه غلام جیلانی شبل,467,0,0,0
5765383,M,independent,Hajji Shireen Agha Rahmani,حاجی شیرین آغا رحمانی,47,0,0,0
5765384,M,independent, Janan Musazai,جانان موسی زی,538,0,0,0
5765385,M,independent,Eng. Nimatullah,انجنیر نعمت اله,3,0,0,0
5765386,M,independent,Yaqub Shah Areenpoor,یعقوب شاه آرین پور,199,0,0,0
5765387,M,independent,Eng. Muhammad Afzal Ahmadzai,انجنیر محمد افضل احمدزی,1,0,0,0
5765388,M,Political party,Alhaj Habibullah Amarkhil Janabdar,الحاج حبیب الله امرخیل جانبدار,259,0,0,0
5765389,M,independent,Muhammad Ibrahim Karimi,محمد ابراهیم  کریمی,368,0,0,0
5765390,M,independent, Dr. Shafiqullah Faizi,دوکتور شفیق اله فیضی,99,0,0,0
5765391,M,independent,Hamidullah Adib Faiz,حامد الله ادیب فایز,351,0,0,0
5765392,M,independent,Hajji Muhammad Hamayoon,حاجی محمد همایون,472,0,0,0
5765393,M,independent,Dr. Abdul Kahalil Abasi,داکتر عبدالخلیل  عباسی,205,0,0,0
5765396,M,independent, Sayed Sharif Hashimi,سید شریف  هاشمی,301,0,0,0
5765397,M,independent,Alhaj Sardar Muhammad Waqibeen,الحاج سردار محمد واقعبین,45,0,0,0
5765399,M,independent, Alhaj Fazal Ahmad Sabat,الحاج فضل احمد ثابت,269,0,0,0
5765400,M,independent,Noor Ali Omarkhil,نورالله عمرخیل,31,0,0,0
5765401,F,independent,Wakeel Fatima Nazari,وکیل فاطمه نظری,308,0,1,1
5765402,F,independent,Geeso Muhammadi Safi,گیسو محمدی صافی,488,0,0,0
5765403,F,independent, Hirma Alokozai,هیرما الکوزی,604,0,0,0
5765405,F,independent,Eng. Razia Naemi,انجینر راضیه نعیمی,405,0,0,0
5765406,F,independent,Shahla Maihan Dost,شهلا میهن دوست,70,0,0,0
5765407,F,independent, Nasreen Yosufzai,نسرین یوسفزی,428,0,0,0
5765408,F,independent, Rona Ayoubi,رونا ایوبی,396,0,0,0
5765409,F,independent,Najla Anjila,نجلا  انجیلا,509,0,0,0
5765411,F,independent,Nahid Noori,ناهید  نوری,307,0,0,0
5765413,F,independent, Rana Nooristani,رڼا نورستانی,114,0,0,0
5765414,F,independent,Dr. Shala Rashed,داکتر شهلا رشید,500,0,0,0
5765415,F,independent, Bibi Hajji Zarifa Hasas Nasiri,بی بی حاجی ظریفه حساس ناصری,95,0,0,0
5765416,F,independent, Shahla Rahimi,شهلا رحیمی,161,0,0,0
5765417,F,independent,Shukria Barikzai,شکریه بارکزی,658,1,1,1
5765419,F,independent, Masooma Nazari,معصومه  نظری,563,0,0,0
5765422,F,independent,Nadia Rasooli,نادیه  رسولی,20,0,0,0
5765423,F,independent,Malalai Ishaqzai,ملالی اسحاق زی,635,0,0,0
5765424,F,independent,Nigma Omar Olumi,نجما عمر علومی,475,0,0,0
5765425,F,independent, Dr. Raisa Seddiqi,داکتر رئیسه صدیقی,170,0,0,0
5765428,F,independent,Rafaya Zohra,رفایه زهرا,326,0,0,0
5765429,F,independent,Gul Shireen Beg,گل شیرین بیگ,391,0,0,0
5765430,F,independent, Nooria Babakarkhil,نوریه بابکرخیل,565,0,0,0
5765431,F,independent,Anisa Azizi,انیسه عزیزی,612,0,0,0
5765432,F,independent,Sanam Tamkin Ghairat,صنم تمکین  غیرت,570,0,0,0
5765433,F,independent,Zakira Jafari,ذاکره جعفری,507,0,0,0
5765435,F,independent, Hamida Osman,حمیده عثمان,317,0,0,0
5765436,F,independent,Master Zahra Shafiee Hasibi,ماستر زهره شفیعی حسیب,510,0,0,0
5765438,F,independent,Nazira Ziayee,نذیره ضیائی,181,0,0,0
5765439,F,independent,Shaima Sekandari,شیما  سکندری,5,0,0,0
5767605,M,independent, Niaz Muhammad Hajji Amir Lalay,,47,1,1,0
5768602,M,independent,Attaullah Jan Habib,عطاالله جان حبیب,11,0,0,1
5768603,F,independent,Fariba Ahmadi Kakar,فریبا احمدی کاکړ,43,0,1,1
5768604,F,independent, Ruqia Achakzai,رقیه اڅکزۍ,24,0,0,0
5768606,F,independent,Fahima Kakar,فهیمه کاکړ,15,1,0,0
5768607,M,independent,Najeebullah Achakzai,نجیب الله اڅکزی,22,0,0,0
5768608,M,independent, Hajji Ibrahim Muslim,حاجی ابراهیم مسلم,50,0,0,0
5768609,M,independent, Puhand Hajji Mullah Abbas,پوهاند حاجی ملا عباس,40,0,0,0
5768610,M,independent, Hajji Khan Muhammad Mujahid,حاجی خان محمد مجاهد,20,0,0,0
5768611,M,independent,Ahmad Jan Nazari,احمد جان نظری,3,0,0,0
5768612,F,independent, Rana Tareen,رڼا ترین,31,0,0,0
5768613,M,independent, Hashmat Khalil Karzai,,25,0,1,0
5780036,F,independent,Dr. Shah Pari Safi Nazari,داکتر شا پیری صافی  نظری,3,0,0,0
5786501,M,independent,Alhaj Kamal ‐ud‐ Din Mawdoodi,الحاج کمال الدین    مودودی,9,0,0,0
5786900,M,independent,Muhammad Zaman Azimi,محمد زمان عظیمی,14,0,0,0
5786940,M,independent,Dr. Muhammad Ibrahim Malikzad,داکتر محمد ابراهیم   ملکزاده,36,1,1,1
5789505,M,independent, Hajji Abdul Hadi Kashif,حاجی عبدالهادی کاشف,30,0,0,0
5789914,M,independent,Hajji Abdul Wahid,حاجی عبدالواحد,7,0,0,0
5791505,F,independent,Keshwar Shaiq Sarwari,کشور شایق سروری,27,0,0,0
5794601,F,independent,Shazia Kohistani,شازیه کوهستانی,14,0,0,0
5794602,F,independent, Dr. Karima Temori Kohistani,,27,0,0,0
5794604,M,independent,Qazi Abdul Razaq Nijrabi,,16,0,0,0
5794605,M,independent,Abdul Hadi Safi,عبدالهادی صافی,12,1,0,0
5794606,M,independent, Alhaj Khuwajah Padshah Seddiqi,الحاج خواجه پادشاه  صدیقی,17,0,0,0
5794607,M,independent,Abdul Wahab Askenwal,عبدالوهاب  اسکین وال,5,0,0,0
5794608,F,independent, Marina Amin Kohistani,مارینا  امین کوهستانی,28,0,0,0
5794609,M,independent,Alhaj Mirdad Khan Nijrabi,الحاج میرداد خان  نجرابی,9,0,1,1
5794610,M,independent,Ghulam Darwish Sanjni,غلام درویش سنجنی,1,0,0,0
5794611,M,independent,Sayed Fazal Haq Faiz,سید فضل الحق فایز,22,0,0,0
5794614,M,independent, Hamidullah Hatam,حمیدالله حاتم,21,0,0,0
5794615,F,independent, Masuda Ghafari,مسعوده  غفاری,26,0,0,0
5794616,M,independent, Eng. Muhammad Aqa Akhunzada,انجنیرمحمد آقا آخند زاده,37,0,0,0
5794702,M,independent,Hajji Obaidullah Barikzai,حاجی عبیدالله   بارکزي,12,0,1,1
5794704,M,independent,Muhammad Hashim,محمد هاشم وطنوال,1,1,0,1
5794705,F,independent,Raihana Azad,ریحانه آزاد,8,0,1,1
5794707,F,independent,Malika Barikzai,ملکه بارکزی,3,0,0,0
5794748,F,independent,Frishta Sami Wafa,فرشته   سمیع وفا,14,0,0,0
5794901,M,independent,Maulana Abdul Qadir Amami,مولانا عبدالقادر امامی,85,0,0,0
5794902,M,independent,Mirwais Khan Tukhi,میرویس خان توخی,8,0,0,0
5794903,F,independent,Fauzia Raoufi,فوزیه روفی,77,1,1,1
5794904,M,independent,Eng. Muhammad Ayub Ghafari,انجنیر محمد ایوب غفاری,66,0,0,0
5794906,M,independent,Khalil-u-Rahman,خلیل الرحمن,51,0,0,0
5794908,M,independent,Abul Kalam Azad,ابوالکلام آزاد,40,0,0,0
5794909,M,independent, Alhaj Faizullah Muhammadi,الحاج فیض الله محمدی,14,0,0,0
5794910,M,independent,Khal Nazar,خال نظر,90,0,0,0
5794911,M,independent,Hajji Abdul Hakim Shirzad,حاجی عبدالحکیم شیرزاد,72,0,0,0
5794912,M,independent,Hajji Abid Nazar,حاجی عابد نظر,21,0,0,0
5794913,M,independent,Ustad Abdul Rahem Masomi,استاد عبدالرحیم معصومی,25,0,0,0
5794914,M,independent,Muhammad Sama,محمد سمیع,62,0,0,0
5794915,M,independent,Jawed Khan,جاوید خان,10,0,0,0
5794916,M,independent,Abdul Muqim Tahiri,عبدالمقیم طاهری,34,0,0,0
5794917,M,independent,Alhaj Abdul Karim Arshad,الحاج عبدالکریم ارشد,60,0,0,0
5794918,M,independent,Yama Kamal Sanmis,یما کمال سنمس,73,0,0,0
5794919,F,independent,Asifa Shadab,آصفه شاداب,9,1,1,1
5794922,M,independent,Abdul Qadir Rahin Kakar,عبدالقادر رهین کاکر,45,0,0,0
5794923,M,independent,Abdul Manan,عبدالمنان,3,0,0,0
5794924,M,independent,Najebullah Salimi,نجیب الله سلیمی,89,0,0,0
5795001,M,Political party, Muhammad Jawad Asghari,محمد جواد اصغری,14,0,0,0
5795002,M,independent, Said Yusuf Mubariz,سید یوسف مبارز,17,0,0,0
5795003,M,independent, Muhammad Kazem Hassani Bamiak,محمد کاظم حسنی بامیک,34,0,0,0
5795004,M,independent,Abdul Munem Najafi Mujahid Zada,عبدالمنعم نجفی مجاهد زاده,37,0,0,0
5795005,M,independent, Maulawi Kamal-u-din Hamid,مولوی کمال الدین حامد,21,0,0,0
5795006,M,independent,Muhammad Tahir Muhammadi,محمد طاهر محمدی,24,0,0,0
5795008,M,independent,Jafar Rasoli,جعفر رسولی,5,0,0,0
5795009,M,independent, Hajji Ali Dad Elhami,حاج علی داد الهامی,25,0,0,0
5795010,M,independent,Khuda Dad Bayani,خدا داد بیانی,38,0,0,0
5795011,M,independent,Sayed Zareef Rahmani,سید ظریف رحمانی,10,0,0,0
5795012,M,independent,Muhammad Sarwar Jawadi,محمد سرور جوادی,33,1,0,0
5795013,M,independent, Ahmad Omid,احمد اُمید,22,0,0,0
5795014,F,independent, Latifa Nasiri,لطیفه ناصری,42,0,0,0
5795015,M,independent, General Muhammad Ewaz Esar,جنرال محمد عوض ایثار,36,0,0,0
5795016,M,independent, Shaikh Hassan Jan Ahmadi,شیخ حسن جان احمدی,16,0,0,0
5795017,M,independent,Hussain Madani,حسینی مدنی,40,0,0,0
5795201,F,independent,Liza Ghauwsi,لیزأ غوثی,10,0,0,0
5795202,F,independent,Hawa Alam Nooristani,حواعلم نورستانی,9,1,0,0
5795203,F,independent,Dr. Parween Nooristani,داکټر پروین نورستانی,6,0,1,1
5795204,M,independent, Muhammad Tamim Nooristani,محمد تمیم نورستانی,20,0,0,0
5795205,M,independent,Alhaj Muhammad Ismael Nooristani,الحاج محمداسماعیل نورستانی,8,0,0,0
5795206,F,independent,Mahbuba Saraj,محبوبه سراج,7,0,0,0
5795207,F,independent,Dr. Zulaikha,داکتر زلیخا,18,0,0,0
5795209,M,independent,Dr. Muhammad‐u‐ ddin Sajad,داکتر محمدالدین سجاد,3,0,0,0
5795210,M,independent, Munawar Nizami,منور  نظامی,14,0,0,0
5795211,F,independent,Dr. Reta Ali,داکتر ریتاعلی,5,0,0,0
5795212,M,independent,Maulawi Ahmadullah Muahid,مولوی احمد الله موحد,13,0,0,1
5795213,M,independent,Qari Jamal‐u‐din Marabit,قاری جمال الدین مرابط,15,0,0,0
5795580,M,independent, Hajji Mammor Mussa,حاجی مامور موسی,16,1,1,1
5796905,M,independent,Dr. Sayed Sadrudin Makhdum,داکتر سید صدرالدین مخدوم,15,0,0,0
5798503,F,independent,Farida Hamedi,فریده حمیدی,11,0,1,1
5798504,M,independent,Eng. Noor Ali Saiedi,انجینر نور علی سیدی,2,0,0,0
5798702,M,independent,Mirza Qamar-u-din Shahrukhi,مرزا قمرالدین شاهرخی,5,0,0,0
5798703,M,independent, Rayes Khairullah,رئیس خیرالله,37,0,0,0
5798704,M,independent,Alhaj Ahmad Khan Samangani,,25,1,1,0
5798706,M,independent,Abdul Momin Tolo,عبدالمومن طلوع,9,0,0,0
5798707,M,independent, Hajji Muhammadi Bay Sharwal,حاجی محمدی بای شاروال,33,0,0,0
5798708,M,independent, Abdul Qadir Misbah,عبدالقادر مصباح,23,0,0,0
5798709,M,independent,Ahmad Shuaib Habibi,احمد شعیب حبیبی,26,0,0,0
5798710,M,independent, Sultan Ali Sultani,سلطان علی سلطانی,27,1,0,0
5798711,M,independent,Alhaj Makhdum Muhebullah Furqani,الحاج مخدوم محیب الله  فرقانی,30,0,1,1
5798712,M,independent,Makhdum Qari Saraj-u-din Mujahid,مخدوم قاری سراج الدین مجاهد,1,0,0,0
5798714,F,independent,Zia Gull Nasiri,ضیأگل نصری,18,0,0,0
5798715,M,Political party,Muhammad Tahir Zaher,محمد طاهر  زهیر,10,0,0,1
5798718,M,independent,Feroz Khan Mubariz,فیروز خان  مبارز,6,0,0,0
5798719,M,independent, Aqa Muhammad Zarif,آقا محمد ظریف,17,0,0,0
5798720,M,independent, Abdul Hadi Shekib,عبدالهادی شکیب,14,0,0,0
5798721,M,independent,Muhammad Zahir Muwafaq,محمد ظاهر موفق,35,0,0,0
5798722,F,independent,Dr. Masoma Khawri,داکتر معصومه   خاوری,32,0,1,1
5798801,M,independent,Raz Muhammad Samimi,راز محمد صمیمی,18,0,0,0
5798802,M,independent,Hajji Abdul Saboor Sabiri,حاجی عبدالصبور صابری,50,0,0,0
5798803,F,independent, Habiba Sadat,حبیبه سادات,32,0,1,1
5798805,F,independent, Laila Barikzai,لیلا   بارکزۍ,47,0,0,0
5798806,M,independent,Hajji Abdul Hay,حاجی عبدالحی,27,0,1,1
5798807,F,independent,Fatima,فاطمه,36,0,0,0
5798808,M,independent,Alhaj Muhammad Anwar Ishaqzai,الحاج محمد انور اسحق زی,11,0,0,0
5798809,M,independent,Abdul Jabar,عبدالجبار,16,0,0,1
5798810,M,independent,Hajji Muhammad Sadiq Aryubi,حاجی محمد صادق اریوبی,15,0,0,0
5798811,M,independent, Muhammad Rasol,محمد رسول,33,0,0,0
5798812,M,independent,Noor Ahmad Nasiri,نور احمد ناصری,53,0,0,0
5798902,M,independent,Hajji Mahbub Khan Garamser,حاجی محبوب خان ګرمسیری,8,0,0,0
5799000,M,independent,Hajji Mualim Mirwali,,21,0,1,0
5809042,M,independent, Dr. Khusha Quraishi,داکتر خوشحال قریشی,144,0,0,0
5845382,M,independent,Dr. Abdul Kareem Roshan,داکتر عبدالکریم روشن,15,0,0,0
5853870,M,independent,Sayed Hashim Folad,سید هاشم  فولاد,25,1,0,0
5856138,M,independent,Ustad Sayed Mulla Khan Rahimzai,استاد سید ملا خان   رحیمزی,125,0,0,0
5862785,M,independent,Amrullah Salih,امرالله صالح,7,0,0,0
5866383,M,independent,Abdul Rahman Shams,عبدالرحمن شمس,69,0,0,0
5884076,M,independent,Alhaj Khateeb Shams ‐ud‐ Din,الحاج خطیب شمس الدین,8,0,0,0
5891153,F,independent, Momina Sultani,مومنه   سلطانی,31,0,0,0
5896676,M,independent,Abdul Maalik Malikzai,عبدالمالک ملکزی,155,0,0,0
5897725,M,independent,Fida Muhammad Mal,فدا محمد مل,11,0,0,0
5903071,M,independent,Wakeel Muhammad  Anwar Mahmood Zada,وکیل محمد انور محمود زاده,388,0,0,0
5905018,M,independent, Hajji Aziz-u-Rahman Momand,حاجی عزیز الرحمن مومند,78,1,0,0
5908565,M,independent, Ghulam Haidar Khan Ali Yar,غلام حیدر خان علی یار,41,0,0,0
5913487,M,independent,Wakel Abdul Ahad Khan,وکیل عبدالاحد خان,29,0,0,0
5917527,M,independent,Ahmad Ali Rashid,احمد علی راشد,204,0,0,0
5947103,M,independent,Muhammad Afzal Afzali,,41,0,0,0
5955600,M,independent,Muhammad Bashir  Nasih A.N.A Eng. Sardar,محمد بشیر ناصح  مشهور به انجنیر سردار,511,0,0,0
5971319,M,independent,Wakeel Ahmad Hussain Ikhteyar,وکیل احمد حسین اختیار,110,0,0,0
5976887,M,independent, Wakeel Ghulam Raza Ahmadi,وکیل غلام رضا احمدی,122,0,0,0
5993026,M,independent,Muhammad Dawood Beyani,محمد داود بیانی,411,0,0,0
6004888,M,independent,Muhammad Dawood,محمد داود,107,0,0,0
6018039,M,independent,Master of Sport Ustad Khuwaja Farid,ماستر سپورت استاد  خواجه فرید صدیقی,25,0,0,0
6020244,M,independent,Hajji Gul Nazem Farman Bahzad,حاجی گل نظیم فرمان بهزاد,179,0,0,0
6020518,M,independent,Alhaj Saranwal Muhammad Sarwar Usmani Farahi,الحاج څارنیال محمدسرورعثمانی فراهی,3,0,0,1
6032059,M,independent, Muhammad Sadiq Nawabi,محمد صادق  نوابی,446,0,0,0
6032927,M,independent,Rajab Ali Muhtashimi,رجب علی محتشمی,352,0,0,0
6040720,M,independent, Kamdar Hutak,کامدار هوتک,158,0,0,0
6043787,M,independent, Qais Hassan,قیس حسن,189,0,1,1
6053758,M,independent,Dr. Muhammad Akram Khpalwak,داکتر محمد اکرم خپلواک,4,0,0,0
6064190,F,independent,Hajji Maryam,حاجی مریم,29,0,0,0
6070205,M,independent, Abdul Qayum Ghafoori,عبدالقیوم  غفوری,33,0,0,0
6105005,M,independent,Alhaj Muhammad Salim Rudi,,25,0,0,0
6122096,M,independent, Hajji Shah Mahmud Mir,حاجی شاه محمود میر,37,0,0,0
6124100,M,independent, Shamsullah Saharye,شمس الله صحرائی,42,0,0,0
6129827,M,independent, Muhammad Naiem Lalay Hamidzai,محمد نعیم لالی حمیدزی,13,0,1,1
6132861,M,independent,Ramazan Juma Zada,رمضان جمعه زاده,30,0,1,1
6139053,M,independent,Hajji Muhammad Amir Bazil,حاجی محمد امیر بازل,219,0,0,0
6149939,M,independent,Dr. Amin Alizai,داکتر امین  علیزی,363,0,0,0
6170530,M,independent,Eng. Muhammad Ismail,انجنیر محمد اسمعیل,39,0,0,0
6176526,M,independent, Dr. Jafar Mahdawi,داکتر جعفر مهدوی,222,0,1,1
6177262,M,independent, Shikh Namtullah Ghafari,شیخ نعمت الله   غفاری,41,1,1,1
6178406,M,independent,Mir Ghulam Muhammad Anar Daragi ,ملاغلام محمد اناردرگی,5,0,0,0
6188218,M,independent,Asad Khan A.K.A Amir Asad Khan,اسد خان مشهور به آمر اسد خان,614,0,0,0
6188777,M,independent,Muhammad Ibrahim Zarif,محمد ابراهیم ظریف,146,0,0,0
6189005,M,independent, Mawlawi Habibullh Hasam,مولوی حبیب الله حسام,629,0,0,0
6189298,M,independent,Eng. Wali Muhammad Akseer,انجنیر ولی محمد اکسیر,48,0,0,0
6190024,M,independent,Khuda Nazar Sarmachar,خدا نظر سرمچار,8,1,0,0
6191359,M,independent,Ahmad Sayedi,احمد سعید ی,477,0,0,0
6194119,F,independent,Malalay Jahesh,ملالی جهیش,27,0,0,0
6196639,M,independent,Zemaray Mushkwani,زمری   مشکوانی,19,0,0,0
6197728,M,independent,Abdullah Azizi,عبدالله عزیزی,10,0,0,0
6197931,M,independent,Muhammad Naiem Mualim Zada,محمد نعیم   معلم زاده,17,0,0,0
6199147,M,independent,Muhammad Yaqub Shams,محمد یعقوب  شمس,33,1,0,0
6199420,M,independent,Alhaj Qazi Abdul Rahim,الحاج قاضی عبدالرحیم,25,0,0,1
6201026,M,independent, Sayed Abdul Karim Nasrat,سید عبدالکریم  نصرت,35,0,0,0
6212201,F,independent,Dr. Minisa Shirzada Hassan,داکتر مونسه شیر زاده حسن,577,0,0,0
6217415,M,independent,Eng. Muhammad  Dawood Ameri Wardak,انجینر محمد داود امیری وردگ,419,0,0,0
6219312,M,independent,Alhaj Muhammad Sharif Nashat,الحاج محمد شریف نشاط,440,0,0,0
6221882,M,independent, Alhaj Akhtar Mohammad Taheri,الحاج اختر محمد طاهری,16,0,0,0
6230730,M,independent,Hajji Qudratullah Rahimi,حاجی قدرت الله رحیمی,2,0,1,0
6251852,M,independent, Eng. Ahmad Shah Khusrawee,انجنیر احمد شاه خسروی,414,0,0,0
6286551,M,independent,Hajji Muhammad Ajmal Omar,حاجی محمد اجمل عمر,150,0,0,0
6294245,M,independent,Hajji Ghulam Farooq Nazari,حاجی  غلام فاروق نظری,103,0,1,1
6301796,M,independent,Obaidullah Abdul Rahimzai,عبیدالله عبدالرحیم زی,9,0,0,0
6308071,F,independent,Sharifa Shuhab,شریفه شهاب,18,0,0,0
6344079,M,independent,Hajji Muhammad Ibrahim Kushki,حاجی محمد ابراهیم کشکی,133,0,0,0
6350173,M,independent,Muhammad Hashim Sangar Niazi,,87,0,0,0
6350326,M,independent, Hajji Wali Zazai,حاجی ولی ځاځی,16,0,0,0
6350606,M,independent, Eng. Farid Ahmad Mutaqi,انجنیر فرید احمد متقی,302,0,0,0
6350779,M,independent,Ahmad Parwiz Faizi,احمد پرویز فیضی,313,0,0,0
6350934,M,independent, Abdul Hameed Islampor,عبدالحمید اسلامپور,139,0,0,0
6358601,M,independent,Prof. Dr. Ghulam Faroq Nejarbi,پروفیسور دوکتور غلام فاروق نجرابی,91,0,0,0
6358634,M,independent, Rahmatullah Sharif Zada,رحمت الله شریف زاده,331,0,0,0
6359345,M,independent,Muhammad Hashim Karimi,محمد هاشم  کریمی,327,0,0,0
6359945,M,independent,Hajji Nimatullah,حاجی نعمت الله,262,0,0,0
6359966,M,independent,Eng. Muhammad Fazal Watan Dost,انجنیر محمد فاضل وطن دوست,309,0,0,0
6359969,M,independent,Rawoof Sarkhosh,روف سر خوش,437,0,0,0
6367327,F,independent,Sayed Bibi Muahid,سید بی بی مؤحد,4,0,0,0
6369320,M,independent, Ahmad Bashir Irshad,احمد بشیر ارشاد,20,0,0,0
6369331,M,independent, Hajji Abdul Hakim Abdulrahemzai,حاجی عبدالحکیم   عبدالرحیم زی,483,0,0,0
6370396,F,independent,Malalai Shinwari,ملالی شینواری,266,1,0,0
6370454,F,independent,Ruqia Shirzad Seddiqi,رقیه شیرزاد  صدیقی,648,0,0,0
6370858,F,independent,Ustad Alia Husan Yar,استاد عالیه حسنیار,245,0,0,0
6370916,F,independent,Shahla Atta,شهلا عطا,330,1,0,0
6370973,F,independent, Kubra Mustafawi,کبری مصطفوی,651,0,1,1
6371180,F,independent,Dr. Furozan Fana,داکتر فروزان فنا,551,0,0,0
6371192,F,independent, Sona Sahar,سونا سحر,242,0,0,0
6371308,F,independent, Afifa Shams,,101,0,0,0
6371362,F,independent, Maliha Noorian,ملیحه نوریان,360,0,0,0
6371628,F,independent,Dr. Shukria Serat Wali Zada,داکتر شکریه سیرت  ولی زاده,448,0,0,0
6374351,M,independent, Noor Agha Sahak,نورآغا سهاک,193,0,0,0
6413008,M,independent,Amir Jan Dauwlatzai,امیر جان دولتزی,108,0,1,1
6413016,M,independent, Dr. Farooq Miranai,داکتر فاروق میړنی,88,1,0,0
6413037,M,independent,Ustad Abdul Nasir Shafaq,استاد عبدالناصر شفیق,149,0,0,0
6413063,M,independent, Dr. Akhund Zada Nang Kamawi,ډاکټر اخند زاده ننګ کاموی,76,0,0,0
6413066,M,independent,Saranpoh Maulana Jalal-u-din Shenwari,څارنپوه مولانا جلال الدین شینواری,6,0,0,0
6414770,M,independent,Hajji Mohammad Asif Mahdiyar,حاجی محمد آصف مهدی یار,6,0,0,0
6420337,M,independent,Hajji Abdul Hakim Wadan,حاجی عبدالحکیم  ودان,40,0,0,0
6433992,M,independent, Alhaj Ezatullah Atif,الحاج عزت اله عاطف,293,0,1,1
6450083,M,independent,Rahim‐u‐Din Spin Ghar,رحیم الدین سپین غر,607,0,0,0
6456146,F,independent,Saieda Mirzad,سعیده میرزاد,51,0,0,0
